element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
506,34,6,4,False,2023-09-02T14:00:00Z,2,5,4,90,0,1,0,2,0,0,0,0,0,0,0,27,27.8,25.3,11.0,6.4,1,0.18,0.23,0.41,1.35,49,136480,471556,160701,24221,1060,1060,1080,2.0,2,0.28942479790311226,1.0,0.0,0.15,0.15,0.5
507,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,8,8.4,16.3,0.0,2.5,0,0.00,0.16,0.16,0.30,50,0,257169,0,0,1125,1120,1220,1.5,3,0.0,1.0,0.39999999999999997,0.19999999999999998,0.19999999999999998,0.4666666666666666
507,18,14,1,True,2023-08-19T16:30:00Z,2,0,2,20,0,0,0,0,0,0,0,0,0,0,0,6,3.6,21.3,8.0,3.3,0,0.00,0.44,0.44,0.35,50,-25897,262482,11662,37559,1275,1310,1240,0.0,0,-0.0986620034897631,0.0,0.0,0.0,0.0,0.0
507,22,3,0,False,2023-08-26T11:30:00Z,0,2,3,31,0,0,0,0,0,0,0,1,0,0,0,2,3.4,3.3,8.0,1.5,0,0.04,0.02,0.06,0.16,50,-21134,251525,18494,39628,1060,1050,1100,1.0,1,-0.08402345691283172,0.5,1.6,0.3,0.3,0.2
507,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,22,0,0,0,1,0,0,0,0,0,0,0,5,7.6,14.8,2.0,2.4,0,0.00,0.03,0.03,0.62,49,-32174,225412,15738,47912,1060,1060,1080,0.0,0,-0.1427341933881071,0.0,0.0,0.0,0.0,0.0
509,8,4,2,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,3,8.4,13.5,32.0,5.4,1,0.21,0.01,0.22,2.02,70,0,349105,0,0,1125,1120,1220,0.0,0,0.0,0.0,9.1,6.3,6.3,1.55
509,18,14,3,True,2023-08-19T16:30:00Z,2,0,2,69,0,0,1,0,0,0,0,0,0,0,0,2,9.0,12.3,2.0,2.3,1,0.00,0.01,0.01,1.64,70,-14014,363326,28516,42530,1275,1310,1240,3.0,6,-0.03857142070757391,2.0,9.866666666666667,4.433333333333333,4.433333333333333,1.4333333333333333
509,22,3,0,False,2023-08-26T11:30:00Z,0,2,3,59,0,0,0,0,0,0,0,1,0,0,0,-7,0.0,1.6,38.0,3.9,1,0.26,0.04,0.30,0.51,70,-21789,351831,51911,73700,1060,1050,1100,2.6666666666666665,8,-0.06193030176419929,2.0,10.15,3.525,3.525,1.375
509,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,18,0,0,0,1,0,0,0,0,0,0,0,1,5.0,0.0,2.0,0.7,0,0.00,0.00,0.00,0.62,69,-125972,227144,10721,136693,1060,1060,1080,0.0,0,-0.5545909202972563,0.0,0.0,0.0,0.0,0.0
511,8,4,7,False,2023-08-13T13:00:00Z,2,2,1,13,1,0,0,0,0,0,0,0,0,0,0,15,34.0,0.3,33.0,6.7,1,0.51,0.01,0.52,0.00,45,0,79646,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
511,18,14,6,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,26,33.0,1.1,4.0,3.8,1,0.08,0.01,0.09,1.99,45,-6142,90083,9941,16083,1275,1310,1240,2.0,2,-0.06818156588923548,1.0,2.6,0.9,0.9,0.45
511,22,3,7,False,2023-08-26T11:30:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,0,1,31,21.8,0.9,0.0,2.3,1,0.00,0.00,0.00,0.67,45,275584,418695,299318,23734,1060,1050,1100,2.0,4,0.6581974945963052,1.3333333333333333,3.9333333333333336,1.7,1.7,0.8333333333333334
511,34,6,7,False,2023-09-02T14:00:00Z,2,5,4,90,1,0,0,2,0,0,0,0,0,0,0,29,60.6,0.9,9.0,7.1,1,0.03,0.01,0.04,1.35,46,436198,925097,468279,32081,1060,1060,1080,0.0,0,0.47151595994798384,0.0,0.0,0.0,0.0,0.0
512,8,4,0,False,2023-08-13T13:00:00Z,2,2,1,76,0,0,0,2,0,0,0,1,0,0,0,9,17.0,5.0,4.0,2.6,0,0.12,0.03,0.15,2.02,45,0,13680,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
513,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,15,0,0,0,0,0,0,0,0,0,0,0,4,10.8,1.9,17.0,3.0,0,0.12,0.01,0.13,0.30,45,0,77418,0,0,1125,1120,1220,2.0,2,0.0,1.0,5.1,4.9,4.9,1.0
513,18,14,10,True,2023-08-19T16:30:00Z,2,0,2,75,1,0,1,0,0,0,0,0,0,0,2,36,39.2,14.6,70.0,12.4,1,0.67,0.03,0.70,1.64,45,-3487,87103,6746,10233,1275,1310,1240,1.0,2,-0.04003306430318129,0.6666666666666666,6.3999999999999995,11.666666666666666,11.666666666666666,1.8
513,22,3,4,False,2023-08-26T11:30:00Z,0,2,3,58,0,1,0,0,0,0,0,0,0,0,0,15,26.2,25.3,17.0,6.9,1,0.07,0.41,0.48,0.51,45,107850,218002,128504,20654,1060,1050,1100,1.3333333333333333,4,0.4947202319244778,1.0,9.0,21.45,21.45,3.05
513,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,67,0,0,0,1,0,0,0,1,0,0,0,8,8.2,12.3,30.0,5.1,1,0.42,0.04,0.46,0.73,45,79802,305055,106576,26774,1060,1060,1080,0.0,0,0.2615987280982118,0.0,0.0,0.0,0.0,0.0
515,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,74,0,0,0,2,0,0,0,1,0,0,0,8,2.2,5.1,4.0,1.1,1,0.00,0.01,0.01,1.72,50,0,19189,0,0,1125,1120,1220,2.0,2,0.0,1.0,3.6,5.85,5.85,2.15
515,22,3,1,False,2023-08-26T11:30:00Z,0,2,3,17,0,0,0,0,0,0,0,0,0,0,0,6,3.6,1.8,0.0,0.5,0,0.00,0.01,0.01,0.12,49,-4507,14828,556,5063,1060,1050,1100,2.0,4,-0.3039519827353655,1.3333333333333333,8.866666666666665,16.633333333333336,16.633333333333336,4.666666666666667
515,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,4,0,0,0,1,0,0,0,0,0,0,0,3,0.2,2.5,0.0,0.3,0,0.00,0.00,0.00,0.12,48,-2835,12390,417,3252,1060,1060,1080,2.0,6,-0.2288135593220339,1.5,6.85,12.925,12.925,3.825
516,8,4,2,False,2023-08-13T13:00:00Z,2,2,1,74,0,0,0,2,0,0,0,0,0,0,0,5,0.0,6.8,31.0,3.7,1,0.08,0.05,0.13,1.72,90,0,428040,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
516,18,14,3,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,20,18.4,50.8,21.0,9.0,1,0.13,0.38,0.51,1.99,90,-7346,499228,56308,63654,1275,1310,1240,0.0,0,-0.01471471952694961,0.0,1.5,6.6,6.6,0.8
516,22,3,3,False,2023-08-26T11:30:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,0,0,18,10.4,48.6,18.0,7.7,1,0.05,0.29,0.34,0.67,90,42362,580523,102767,60405,1060,1050,1100,0.5,1,0.07297213030319212,0.3333333333333333,1.0,4.633333333333333,4.633333333333333,0.5666666666666668
516,34,6,20,False,2023-09-02T14:00:00Z,2,5,4,71,3,0,0,1,0,0,0,0,0,0,3,61,103.2,17.1,70.0,19.0,1,1.12,0.07,1.19,0.73,90,-27920,572355,51829,79749,1060,1060,1080,0.0,0,-0.04878091394326947,0.0,0.0,0.0,0.0,0.0
519,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,16,15.8,17.3,2.0,3.5,1,0.00,0.04,0.04,2.02,45,0,188121,0,0,1125,1120,1220,1.0,1,0.0,0.5,2.7,0.15,0.15,0.3
519,18,14,5,True,2023-08-19T16:30:00Z,2,0,2,69,0,0,1,0,0,0,0,1,0,0,0,10,10.2,12.3,37.0,6.0,1,0.15,0.09,0.24,1.64,45,8520,207601,16364,7844,1275,1310,1240,1.0,2,0.04104026473860916,0.6666666666666666,5.066666666666667,0.3,0.3,0.6
519,22,3,12,False,2023-08-26T11:30:00Z,0,2,3,81,0,1,1,0,0,0,0,0,0,0,3,36,22.8,12.3,8.0,4.3,1,0.00,0.34,0.34,0.54,45,132835,351648,147833,14998,1060,1050,1100,1.0,3,0.377749908999909,0.75,6.300000000000001,0.3,0.3,0.85
519,34,6,5,False,2023-09-02T14:00:00Z,2,5,4,90,0,1,0,2,0,0,0,0,0,0,1,34,38.8,13.4,2.0,5.4,1,0.00,0.02,0.02,1.35,46,704471,1127646,723111,18640,1060,1060,1080,0.0,0,0.624727086337379,0.0,0.0,0.0,0.0,0.0
520,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,1,0,4,0,15,36.0,0.0,0.0,3.6,1,0.00,0.00,0.00,2.02,50,0,36625,0,0,1125,1120,1220,2.0,2,0.0,1.0,1.4,12.4,12.4,1.5
520,18,14,11,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,6,3,41,45.0,0.0,0.0,4.5,1,0.00,0.00,0.00,1.99,50,-2543,41355,1767,4310,1275,1310,1240,2.0,4,-0.061491959859750936,1.3333333333333333,2.1333333333333333,8.633333333333335,8.633333333333335,1.8
520,22,3,7,False,2023-08-26T11:30:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,3,0,28,20.4,0.0,0.0,2.0,1,0.00,0.00,0.00,0.67,50,86937,162814,102459,15522,1060,1050,1100,2.0,6,0.5339651381330843,1.5,1.6,6.7250000000000005,6.7250000000000005,1.475
520,34,6,2,False,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,2,0,0,0,0,0,3,0,16,24.4,0.0,0.0,2.4,1,0.00,0.00,0.00,1.35,51,217895,433241,243852,25957,1060,1060,1080,0.0,0,0.5029417806717278,0.0,0.0,0.0,0.0,0.0
583,18,14,1,True,2023-08-19T16:30:00Z,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,3.2,0.6,0.0,0.4,0,0.00,0.00,0.00,0.26,55,-2368,12336,272,2640,1275,1310,1240,2.0,2,-0.191958495460441,1.0,4.3,0.4,0.4,1.5
583,34,6,10,False,2023-09-02T14:00:00Z,2,5,4,67,0,2,0,1,0,0,0,0,0,0,2,37,48.0,54.8,24.0,12.7,1,0.12,0.31,0.43,0.73,54,-1687,9687,175,1862,1060,1060,1080,2.0,4,-0.17415092391865386,1.3333333333333333,4.066666666666666,1.1333333333333335,1.1333333333333335,1.5333333333333332
639,8,4,1,False,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,13.2,4.2,8.0,2.5,1,0.04,0.03,0.07,2.02,45,0,16481,0,0,1125,1120,1220,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
639,18,14,7,True,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,1,28,15.4,1.1,0.0,1.7,1,0.00,0.01,0.01,1.99,45,2771,27392,4751,1980,1275,1310,1240,2.0,2,0.10116092289719626,1.0,7.8,7.9,7.9,1.65
639,22,3,6,False,2023-08-26T11:30:00Z,0,2,3,90,0,0,1,0,0,0,0,0,0,0,0,30,29.8,0.8,0.0,3.1,1,0.00,0.00,0.00,0.67,45,32836,69387,38345,5509,1060,1050,1100,1.5,3,0.4732298557366654,1.0,12.0,7.1000000000000005,7.1000000000000005,2.033333333333333
639,34,6,1,False,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,2,0,0,0,0,0,0,0,16,21.0,1.3,2.0,2.4,1,0.00,0.01,0.01,1.35,45,36082,113140,44032,7950,1060,1060,1080,1.3333333333333333,4,0.31891461905603674,1.0,13.45,6.025,6.025,2.15
522,3,3,2,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,8,13.6,0.1,0.0,1.4,1,0.00,0.00,0.00,1.37,45,0,44603,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
522,19,7,5,True,2023-08-20T15:30:00Z,3,1,2,66,1,0,0,1,0,0,0,0,1,0,0,11,38.0,0.0,33.0,7.1,1,0.13,0.00,0.13,2.63,45,-2631,52081,2280,4911,1160,1210,1110,2.0,2,-0.05051746318235057,1.0,21.1,0.0,0.0,2.1
522,38,12,2,False,2023-09-01T19:00:00Z,1,2,4,90,0,0,0,1,0,0,0,0,0,0,0,15,28.4,11.0,0.0,3.9,1,0.00,0.01,0.01,1.43,45,14717,67458,18865,4148,1045,1050,1050,2.0,4,0.21816537697530314,1.3333333333333333,23.26666666666667,0.03333333333333333,0.03333333333333333,2.3333333333333335
523,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,77,0,0,1,0,0,0,0,1,0,0,0,5,8.6,0.8,2.0,1.1,1,0.00,0.01,0.01,0.43,60,0,195206,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
523,19,7,9,True,2023-08-20T15:30:00Z,3,1,2,75,1,0,0,1,0,0,0,0,0,0,3,32,31.4,3.2,22.0,5.7,1,0.22,0.00,0.22,2.26,60,-28611,193305,9899,38510,1160,1210,1110,9.0,9,-0.1480096220997905,4.5,24.1,0.0,0.0,2.4
523,24,5,7,False,2023-08-26T16:30:00Z,1,3,3,78,1,0,1,0,0,0,0,0,0,0,1,29,45.8,10.9,46.0,10.3,1,0.73,0.32,1.05,1.09,60,21164,235868,41726,20562,1165,1120,1200,5.5,11,0.08972815303474825,3.6666666666666665,29.26666666666667,0.0,0.0,2.9333333333333336
523,38,12,2,False,2023-09-01T19:00:00Z,1,2,4,79,0,0,1,0,0,0,0,0,0,0,0,3,0.0,6.6,2.0,0.8,1,0.00,0.02,0.02,1.16,61,304139,604689,336136,31997,1045,1050,1050,3.6666666666666665,11,0.5029676412172207,2.75,25.35,0.0,0.0,2.5500000000000003
524,3,3,3,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,4,0,16,21.2,0.0,0.0,2.1,1,0.00,0.00,0.00,1.37,40,0,1900454,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
524,19,7,10,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,1,0,0,0,3,2,31,38.2,0.0,0.0,3.8,1,0.00,0.00,0.00,2.45,40,50058,2110039,93606,43548,1160,1210,1110,7.0,7,0.023723732120591135,3.5,21.3,11.55,11.55,5.3
524,24,5,5,False,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,9,0,27,58.0,0.0,0.0,5.8,1,0.00,0.00,0.00,1.52,40,147346,2325077,186702,39356,1165,1120,1200,5.0,10,0.06337252486691838,3.3333333333333335,17.0,16.3,16.3,5.8999999999999995
524,38,12,2,False,2023-09-01T19:00:00Z,1,2,4,90,0,0,0,1,0,0,0,0,0,0,0,8,2.0,0.0,0.0,0.2,1,0.00,0.00,0.00,1.43,41,274783,2672692,301435,26652,1045,1050,1050,7.333333333333333,22,0.10281132281609703,5.5,26.7,18.925,18.925,6.949999999999999
525,3,3,2,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,7,9.2,27.0,24.0,6.0,1,0.08,0.27,0.35,1.37,60,0,75884,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
525,19,7,2,True,2023-08-20T15:30:00Z,3,1,2,68,0,0,0,1,0,0,0,0,0,0,0,2,0.6,4.8,6.0,1.1,1,0.07,0.03,0.10,2.26,60,-8815,77420,4162,12977,1160,1210,1110,1.0,1,-0.11385946783776801,0.5,0.0,0.0,0.0,0.0
525,24,5,4,False,2023-08-26T16:30:00Z,1,3,3,51,0,1,0,1,0,0,0,0,0,0,0,21,30.4,44.9,16.0,9.1,0,0.00,0.22,0.22,0.96,59,-10178,70373,4184,14362,1165,1120,1200,1.0,2,-0.14462933227232036,0.6666666666666666,1.3333333333333333,0.4666666666666666,0.4666666666666666,0.16666666666666666
525,38,12,3,False,2023-09-01T19:00:00Z,1,2,4,70,0,0,1,0,0,0,0,0,0,0,0,3,0.2,7.6,34.0,4.2,1,0.23,0.02,0.25,1.16,59,-1149,72328,7225,8374,1045,1050,1050,0.0,0,-0.01588596394204181,0.0,0.0,0.0,0.0,0.0
526,3,3,9,False,2023-08-12T14:00:00Z,1,1,1,90,1,0,0,1,0,0,0,1,0,0,3,29,40.8,43.5,33.0,11.7,1,0.22,0.35,0.57,1.37,70,0,343463,0,0,1060,1050,1100,1.0,1,0.0,0.5,1.7,5.25,5.25,0.9
526,19,7,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,4,8.4,0.8,46.0,5.5,1,0.38,0.02,0.40,2.45,70,27488,454850,57567,30079,1160,1210,1110,1.0,2,0.060433109816423,0.6666666666666666,2.9333333333333336,4.266666666666667,4.266666666666667,2.0
526,24,5,12,False,2023-08-26T16:30:00Z,1,3,3,90,1,1,0,1,0,0,0,0,0,0,2,38,61.4,10.9,46.0,11.8,1,1.28,0.03,1.31,1.52,70,-29033,435235,26301,55334,1165,1120,1200,1.3333333333333333,4,-0.06670649189518306,1.0,3.0500000000000003,3.825,3.825,2.85
526,38,12,7,False,2023-09-01T19:00:00Z,1,2,4,90,1,0,0,1,0,0,0,0,0,0,0,20,36.4,6.4,52.0,9.5,1,0.50,0.10,0.60,1.43,71,407787,928955,442165,34378,1045,1050,1050,0.0,0,0.4389739007809851,0.0,0.0,0.0,0.0,0.0
527,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2.2,0.0,0.0,0.2,0,0.00,0.00,0.00,0.00,55,0,6824,0,0,1060,1050,1100,1.0,1,0.0,0.5,0.8,7.7,7.7,1.1
528,3,3,2,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,12,19.8,24.2,0.0,4.4,1,0.00,0.16,0.16,1.37,45,0,21459,0,0,1060,1050,1100,1.0,2,0.0,0.6666666666666666,1.5333333333333332,5.533333333333334,5.533333333333334,1.1
528,19,7,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,8,10.6,4.1,0.0,1.5,1,0.00,0.04,0.04,2.45,45,-370,25454,1947,2317,1160,1210,1110,0.0,0,-0.014536025771980828,0.0,0.0,0.0,0.0,0.0
528,24,5,2,False,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,14,13.8,0.9,0.0,1.5,1,0.00,0.03,0.03,1.52,45,-502,26182,1591,2093,1165,1120,1200,11.0,11,-0.019173477961958597,5.5,26.4,10.65,10.65,4.75
528,38,12,2,False,2023-09-01T19:00:00Z,1,2,4,90,0,0,0,1,0,0,0,0,0,0,0,19,28.0,16.2,0.0,4.4,1,0.00,0.03,0.03,1.43,45,9837,39308,12422,2585,1045,1050,1050,5.5,11,0.2502544011397171,3.6666666666666665,18.0,7.666666666666667,7.666666666666667,3.5
532,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,8,20.4,26.0,4.0,5.0,1,0.00,0.25,0.25,1.37,45,0,29980,0,0,1060,1050,1100,4.0,12,0.0,3.0,13.5,6.025,6.025,2.825
532,19,7,4,True,2023-08-20T15:30:00Z,3,1,2,90,0,1,0,1,0,0,0,1,0,0,0,17,25.4,10.5,4.0,4.0,1,0.00,0.01,0.01,2.45,45,-2130,32516,1484,3614,1160,1210,1110,0.0,0,-0.06550621232623939,0.0,0.0,0.0,0.0,0.0
532,24,5,2,False,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,12,16.4,13.3,8.0,3.8,1,0.03,0.15,0.18,1.52,45,1280,36675,4357,3077,1165,1120,1200,0.0,0,0.0349011588275392,0.0,5.2,0.15,0.15,0.65
532,38,12,1,False,2023-09-01T19:00:00Z,1,2,4,90,0,0,0,1,0,0,0,1,0,0,0,6,7.2,4.4,2.0,1.4,1,0.00,0.02,0.02,1.43,45,33731,80021,39588,5857,1045,1050,1050,0.0,0,0.42152684920208444,0.0,7.666666666666667,0.26666666666666666,0.26666666666666666,0.8666666666666667
534,3,3,2,False,2023-08-12T14:00:00Z,1,1,1,85,0,0,0,1,0,0,0,0,0,0,0,8,8.8,12.8,17.0,3.9,1,0.09,0.09,0.18,1.35,50,0,9024,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
534,19,7,1,True,2023-08-20T15:30:00Z,3,1,2,14,0,0,0,0,0,0,0,0,0,0,0,5,6.2,11.8,17.0,3.5,0,0.11,0.00,0.11,0.18,50,-761,9388,468,1229,1160,1210,1110,2.0,2,-0.08106092884533447,1.0,0.1,10.85,10.85,1.4
534,24,5,1,False,2023-08-26T16:30:00Z,1,3,3,6,0,0,0,0,0,0,0,0,0,0,0,2,1.6,0.8,0.0,0.2,0,0.00,0.01,0.01,0.36,50,-1342,8310,185,1527,1165,1120,1200,2.0,4,-0.1614921780986763,1.3333333333333333,1.0,12.866666666666665,12.866666666666665,1.7666666666666666
534,38,12,1,False,2023-09-01T19:00:00Z,1,2,4,19,0,0,0,1,0,0,0,0,0,0,0,2,1.0,0.6,0.0,0.2,0,0.00,0.00,0.00,0.27,49,-893,7625,411,1304,1045,1050,1050,0.0,0,-0.11711475409836065,0.0,0.0,0.0,0.0,0.0
535,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,12,0,0,0,1,0,0,0,0,0,0,0,1,3.0,0.0,7.0,1.0,0,0.12,0.00,0.12,0.94,60,0,165077,0,0,1060,1050,1100,1.0,1,0.0,0.5,0.0,0.3,0.3,0.35
535,24,5,1,False,2023-08-26T16:30:00Z,1,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,5.2,0.3,0.0,0.6,0,0.00,0.00,0.00,0.36,59,-29727,120199,2600,32327,1165,1120,1200,1.0,2,-0.2473148695080658,0.6666666666666666,0.06666666666666667,0.5666666666666668,0.5666666666666668,0.3333333333333333
535,38,12,1,False,2023-09-01T19:00:00Z,1,2,4,10,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,0,0.00,0.01,0.01,0.27,59,-17173,105344,2847,20020,1045,1050,1050,0.0,0,-0.16301830194410694,0.0,0.0,0.0,0.0,0.0
537,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.0,0.0,0.0,0,0.00,0.00,0.00,0.02,45,0,13890,0,0,1060,1050,1100,1.0,1,0.0,0.5,1.1,0.3,0.3,0.25
537,24,5,0,False,2023-08-26T16:30:00Z,1,3,3,11,0,0,0,1,0,0,0,1,0,0,0,0,8.0,0.3,0.0,0.8,0,0.00,0.00,0.00,0.43,45,-1411,13412,194,1605,1165,1120,1200,0.5,1,-0.10520429466149717,0.3333333333333333,0.7333333333333334,0.3,0.3,0.16666666666666666
539,3,3,1,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,11,15.2,29.4,16.0,6.1,1,0.18,0.21,0.39,1.37,60,0,122235,0,0,1060,1050,1100,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
539,19,7,6,True,2023-08-20T15:30:00Z,3,1,2,90,1,0,0,1,0,0,0,1,0,0,0,23,44.8,23.0,25.0,9.3,1,0.85,0.04,0.89,2.45,60,-13163,131138,7579,20742,1160,1210,1110,1.0,1,-0.10037517729414815,0.5,1.7,0.25,0.25,0.2
539,24,5,2,False,2023-08-26T16:30:00Z,1,3,3,84,0,0,0,1,0,0,0,0,0,0,0,11,15.2,27.7,16.0,5.9,1,0.38,0.35,0.73,1.16,60,7949,153439,24238,16289,1165,1120,1200,0.0,0,0.05180560352974146,0.0,0.0,0.0,0.0,0.0
539,38,12,6,False,2023-09-01T19:00:00Z,1,2,4,90,0,1,1,0,0,0,0,0,0,0,0,23,32.6,25.7,4.0,6.2,1,0.00,0.21,0.21,1.28,60,10201,175157,27118,16917,1045,1050,1050,11.0,11,0.058239179707348265,5.5,23.5,0.9,0.9,4.3
542,3,3,7,False,2023-08-12T14:00:00Z,1,1,1,90,0,1,0,1,0,0,0,0,0,0,2,24,32.8,11.0,16.0,6.0,1,0.37,0.01,0.38,1.37,50,0,89660,0,0,1060,1050,1100,5.5,11,0.0,3.6666666666666665,19.866666666666667,1.5333333333333332,1.5333333333333332,3.433333333333333
542,19,7,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,13,24.4,30.9,6.0,6.1,1,0.00,0.01,0.01,2.45,50,20735,131348,30042,9307,1160,1210,1110,5.666666666666667,17,0.1578630812802631,4.25,20.05,1.4749999999999999,1.4749999999999999,3.55
542,24,5,1,False,2023-08-26T16:30:00Z,1,3,3,38,0,0,0,0,0,0,0,0,0,0,0,6,7.4,0.1,0.0,0.8,1,0.00,0.00,0.00,0.56,50,-7672,124573,9819,17491,1165,1120,1200,0.0,0,-0.061586379070906215,0.0,0.0,0.0,0.0,0.0
544,3,3,2,False,2023-08-12T14:00:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,10,19.4,0.0,0.0,1.9,1,0.00,0.00,0.00,1.37,45,0,78870,0,0,1060,1050,1100,1.0,1,0.0,0.5,3.0,0.05,0.05,0.3
544,19,7,2,True,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,1,0,0,0,0,0,0,0,9,8.2,0.0,0.0,0.8,1,0.00,0.00,0.00,2.45,45,-4429,84883,3516,7945,1160,1210,1110,0.0,0,-0.052177703427070204,0.0,0.0,0.0,0.0,0.0
544,24,5,2,False,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,18,29.6,0.0,2.0,3.2,1,0.00,0.00,0.00,1.52,45,-2542,85875,3811,6353,1165,1120,1200,3.0,3,-0.029601164483260552,1.5,30.0,0.0,0.0,3.0
544,38,12,11,False,2023-09-01T19:00:00Z,1,2,4,90,1,0,0,1,0,0,0,0,0,0,3,36,65.0,3.2,19.0,8.7,1,0.20,0.00,0.20,1.43,45,13770,106163,19322,5552,1045,1050,1050,2.5,5,0.12970620649378786,1.6666666666666667,34.13333333333333,0.0,0.0,3.4
577,19,7,1,True,2023-08-20T15:30:00Z,3,1,2,21,0,0,0,0,0,0,0,0,0,0,0,4,3.0,0.0,0.0,0.3,0,0.00,0.00,0.00,0.18,45,-1146,9934,154,1300,1160,1210,1110,0.0,0,-0.11536138514193678,0.0,0.0,0.0,0.0,0.0
577,24,5,2,False,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,1,0,0,0,0,0,0,0,10,26.8,0.1,0.0,2.7,1,0.00,0.00,0.00,1.52,45,-714,9820,165,879,1165,1120,1200,1.0,1,-0.07270875763747454,0.5,2.7,0.75,0.75,0.45
