element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,opponent_strength,oppoenet_attack,opponent_defense,form,preround_total_points,transfers_reduced,average_points,preround_influence,preround_creativity,preround_threat,preround_ict
148,4,12,2,True,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,2,0,18,22.2,0.0,0.0,2.2,1,0.00,0.00,0.00,1.45,45,0,490913,0,0,1050,1050,1050,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
148,20,20,3,False,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,1,0,0,0,0,0,4,0,21,38.4,0.0,0.0,3.8,1,0.00,0.00,0.00,2.06,45,-9098,511977,19033,28131,1065,1070,1160,1.0,1,-0.0177703295265217,0.5,12.0,0.25,0.25,1.25
150,4,12,2,True,2023-08-12T14:00:00Z,4,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,32.2,0.5,17.0,5.0,1,0.02,0.00,0.02,1.45,40,0,81817,0,0,1050,1050,1050,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
150,33,15,2,True,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,0,0,17,29.6,0.8,0.0,3.0,1,0.00,0.01,0.01,1.30,40,-15972,176023,8130,24102,1280,1310,1250,2.0,2,-0.09073814217460219,1.0,1.9,0.95,0.95,1.95
151,4,12,1,True,2023-08-12T14:00:00Z,4,1,1,11,0,0,0,1,0,0,0,0,0,0,0,2,0.2,0.3,0.0,0.1,0,0.00,0.00,0.00,1.04,45,0,98555,0,0,1050,1050,1050,1.5,3,0.0,1.0,2.2666666666666666,5.666666666666667,5.666666666666667,2.533333333333333
151,20,20,1,False,2023-08-19T14:00:00Z,1,4,2,33,0,0,0,1,0,0,0,0,0,0,0,8,15.2,0.7,0.0,1.6,0,0.00,0.00,0.00,1.15,45,-11943,92602,2738,14681,1065,1070,1160,0.0,0,-0.12897129651627395,0.0,0.0,0.0,0.0,0.0
151,24,19,4,True,2023-08-26T16:30:00Z,1,3,3,18,0,1,0,0,0,0,0,0,0,0,0,13,20.6,11.4,17.0,4.9,0,0.07,0.02,0.09,0.53,44,-16904,77502,3561,20465,1140,1150,1130,1.0,1,-0.2181105003741839,0.5,10.1,0.3,0.3,1.15
151,33,15,2,True,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,0,0,12,3.2,3.7,0.0,0.7,1,0.00,0.02,0.02,1.30,44,-4196,75482,4751,8947,1280,1310,1250,1.0,2,-0.055589412045255825,0.6666666666666666,9.733333333333333,3.6666666666666665,3.6666666666666665,1.4666666666666668
152,24,19,2,True,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,4,0,16,30.0,0.0,0.0,3.0,1,0.00,0.00,0.00,3.33,44,-5364,33810,567,5931,1140,1150,1130,0.0,0,-0.15865128660159716,0.0,0.0,0.0,0.0,0.0
152,33,15,2,True,2023-09-02T16:30:00Z,3,1,4,90,0,0,0,1,0,0,0,0,0,2,0,17,18.2,0.0,0.0,1.8,1,0.00,0.00,0.00,1.30,44,-715,34289,1694,2409,1280,1310,1250,1.0,1,-0.020852168333868003,0.5,0.0,0.4,0.4,0.05
153,20,20,1,False,2023-08-19T14:00:00Z,1,4,2,90,0,0,0,1,0,0,0,1,0,0,0,20,24.0,0.5,0.0,2.5,1,0.00,0.01,0.01,2.06,45,-7383,21587,154,7537,1065,1070,1160,0.0,0,-0.3420113957474406,0.0,0.0,0.0,0.0,0.0
153,24,19,1,True,2023-08-26T16:30:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,14,16.6,6.6,0.0,2.3,1,0.00,0.05,0.05,3.33,44,2669,26060,5668,2999,1140,1150,1130,1.0,1,0.10241749808135073,0.5,9.4,0.1,0.1,0.95
154,4,12,2,True,2023-08-12T14:00:00Z,4,1,1,77,0,0,1,0,0,0,0,0,0,0,0,5,3.8,1.9,33.0,3.9,1,0.31,0.10,0.41,0.41,60,0,204885,0,0,1050,1050,1050,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
154,20,20,1,False,2023-08-19T14:00:00Z,1,4,2,56,0,0,0,0,0,0,0,0,0,0,0,-3,3.0,15.1,19.0,3.7,1,0.17,0.04,0.21,0.91,60,-29757,194842,11160,40917,1065,1070,1160,1.0,1,-0.15272374539370362,0.5,0.0,0.5,0.5,0.05
154,24,19,1,True,2023-08-26T16:30:00Z,1,3,3,59,0,0,0,2,0,0,0,0,0,0,0,3,5.4,24.8,10.0,4.0,1,0.04,0.19,0.23,2.18,59,-40190,160732,8773,48963,1140,1150,1130,0.0,0,-0.25004355075529455,0.0,0.0,0.0,0.0,0.0
157,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,20.2,0.6,2.0,2.3,1,0.00,0.01,0.01,2.21,40,0,41402,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
157,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,11,9.0,10.4,2.0,2.1,1,0.00,0.18,0.18,2.51,40,4559,60613,11032,6473,1175,1190,1160,2.0,2,0.07521488789533598,1.0,1.9,3.25,3.25,0.5
157,34,18,0,True,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,6,0.0,1.3,8.0,0.9,1,0.09,0.01,0.10,2.27,40,163,62030,6700,6537,1200,1200,1200,1.5,3,0.0026277607609221346,1.0,5.6000000000000005,7.233333333333333,7.233333333333333,1.3333333333333333
159,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,16,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.8,0.0,0.1,0,0.00,0.00,0.00,1.20,55,0,16856,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
159,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,45,0,0,0,2,0,0,0,0,0,0,0,5,2.0,1.6,2.0,0.6,1,0.00,0.00,0.00,1.73,54,-2032,14066,328,2360,1175,1190,1160,2.0,2,-0.14446182283520545,1.0,3.9,6.2,6.2,1.65
160,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,73,0,0,0,2,0,0,0,0,0,0,0,18,18.8,0.2,0.0,1.9,1,0.00,0.00,0.00,1.01,40,0,404404,0,0,1355,1340,1370,4.5,9,0.0,3.0,13.933333333333332,4.866666666666667,4.866666666666667,3.0
160,34,18,-1,True,2023-09-02T14:00:00Z,2,5,4,73,0,0,0,5,0,0,0,1,0,0,0,11,22.2,0.4,0.0,2.3,1,0.00,0.00,0.00,2.14,40,-65950,335461,1834,67784,1200,1200,1200,0.0,0,-0.1965951332643735,0.0,0.0,0.0,0.0,0.0
161,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.1,0,0.00,0.00,0.00,0.12,50,0,26648,0,0,1355,1340,1370,4.0,4,0.0,2.0,11.7,20.7,20.7,3.35
161,34,18,5,True,2023-09-02T14:00:00Z,2,5,4,45,1,0,0,3,0,0,0,1,0,0,0,18,33.6,23.9,22.0,8.0,0,0.19,0.17,0.36,1.21,49,-3578,16075,191,3769,1200,1200,1200,0.0,0,-0.22258164852255055,0.0,0.0,0.0,0.0,0.0
163,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,16,0,0,0,0,0,0,0,0,0,0,0,2,1.8,0.9,2.0,0.5,0,0.00,0.01,0.01,0.13,49,-251,2384,46,297,1200,1200,1200,1.0,1,-0.10528523489932885,0.5,7.8,0.05,0.05,0.8
165,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,3.8,6.5,0.0,1.0,1,0.00,0.01,0.01,2.21,50,0,3884,0,0,1355,1340,1370,1.0,2,0.0,0.6666666666666666,17.0,5.133333333333334,5.133333333333334,2.233333333333333
165,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,1,0,0,0,11,13.0,15.2,2.0,3.0,1,0.00,0.32,0.32,2.51,50,-499,6503,207,706,1175,1190,1160,0.0,0,-0.07673381516223282,0.0,0.0,0.0,0.0,0.0
165,34,18,5,True,2023-09-02T14:00:00Z,2,5,4,90,0,1,0,5,0,0,0,0,0,0,0,20,21.2,17.5,2.0,4.1,1,0.03,0.20,0.23,2.27,50,-380,6344,250,630,1200,1200,1200,1.0,1,-0.05989911727616646,0.5,4.0,0.9,0.9,0.5
168,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,5,7.8,12.4,13.0,3.3,1,0.14,0.04,0.18,2.09,50,0,20128,0,0,1355,1340,1370,1.0,2,0.0,0.6666666666666666,9.266666666666667,4.1000000000000005,4.1000000000000005,1.3333333333333333
168,25,2,7,True,2023-08-27T13:00:00Z,1,3,3,80,1,0,0,3,0,0,0,0,0,0,1,23,34.0,2.2,21.0,5.7,1,0.13,0.00,0.13,2.49,50,-1880,29467,2542,4422,1175,1190,1160,0.0,0,-0.06380018325584552,0.0,0.0,0.0,0.0,0.0
168,34,18,6,True,2023-09-02T14:00:00Z,2,5,4,90,1,0,0,5,0,0,0,0,0,0,0,25,40.2,13.2,42.0,9.5,1,0.54,0.05,0.59,2.27,50,8353,41532,12259,3906,1200,1200,1200,0.0,0,0.2011220263892902,0.0,0.0,0.0,0.0,0.0
170,25,2,4,True,2023-08-27T13:00:00Z,1,3,3,45,0,1,0,1,0,0,0,0,0,0,0,15,23.4,41.4,2.0,6.7,0,0.00,0.11,0.11,0.78,49,-546,3183,36,582,1175,1190,1160,0.0,0,-0.17153628652214892,0.0,0.0,0.0,0.0,0.0
170,34,18,0,True,2023-09-02T14:00:00Z,2,5,4,45,0,0,0,2,0,0,0,1,0,0,0,2,7.0,14.9,4.0,2.6,1,0.00,0.09,0.09,1.06,49,322,3785,724,402,1200,1200,1200,0.0,0,0.08507265521796566,0.0,0.0,0.0,0.0,0.0
173,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,12,15.6,0.1,0.0,1.6,1,0.00,0.00,0.00,2.21,45,0,13663,0,0,1355,1340,1370,7.0,7,0.0,3.5,11.8,8.3,8.3,3.15
173,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,19,35.4,15.3,0.0,5.1,1,0.00,0.02,0.02,2.51,45,-1232,19989,388,1620,1175,1190,1160,4.0,8,-0.06163389864425434,2.6666666666666665,10.666666666666666,16.76666666666667,16.76666666666667,4.066666666666666
173,34,18,0,True,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,17,29.6,0.3,11.0,4.1,1,0.04,0.00,0.04,2.27,45,-422,20241,987,1409,1200,1200,1200,4.666666666666667,14,-0.020848772293858998,3.5,10.4,25.475,25.475,4.949999999999999
176,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,10,8.0,1.8,0.0,1.0,1,0.00,0.01,0.01,2.21,45,0,22396,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
176,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,15,19.8,10.5,0.0,3.0,1,0.00,0.12,0.12,2.51,45,-1871,26608,402,2273,1175,1190,1160,1.0,1,-0.07031719783523752,0.5,0.6,5.6,5.6,1.1
176,34,18,0,True,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,0,0,11,7.4,17.7,0.0,2.5,1,0.00,0.10,0.10,2.27,45,-1535,25674,695,2230,1200,1200,1200,0.0,0,-0.059788112487341276,0.0,0.0,0.0,0.0,0.0
177,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,-3,0.0,0.3,5.0,0.1,0,0.45,0.00,0.45,0.02,54,-2622,19436,1189,3811,1175,1190,1160,2.0,2,-0.13490430129656308,1.0,8.9,11.25,11.25,2.35
182,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,6,8.8,11.4,2.0,2.2,1,0.00,0.03,0.03,2.21,45,0,10467,0,0,1355,1340,1370,1.5,3,0.0,1.0,8.4,9.166666666666666,9.166666666666666,2.3333333333333335
184,1,13,-2,True,2023-08-11T19:00:00Z,0,3,1,30,0,0,0,1,0,0,0,0,1,0,0,-6,0.0,18.9,2.0,1.7,0,0.04,0.06,0.10,1.37,50,0,12451,0,0,1355,1340,1370,3.0,9,0.0,2.25,10.65,10.475,10.475,2.675
475,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,0,0,5,3.2,1.0,2.0,0.6,1,0.00,0.00,0.00,2.09,50,0,13803,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
475,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,67,0,0,0,3,0,0,0,1,0,0,0,1,3.2,15.3,4.0,2.3,1,0.00,0.02,0.02,2.21,50,-1830,14433,345,2175,1175,1190,1160,1.0,1,-0.1267927665765953,0.5,9.9,19.25,19.25,3.35
475,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,45,0,0,0,2,0,0,0,0,0,0,0,8,12.2,12.3,0.0,2.5,1,0.00,0.01,0.01,1.06,49,-1592,13132,248,1840,1200,1200,1200,0.5,1,-0.12123058178495279,0.3333333333333333,14.266666666666666,36.06666666666667,36.06666666666667,6.066666666666666
594,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,60,0,0,0,2,0,0,0,0,0,0,0,8,8.6,0.8,21.0,3.0,1,0.03,0.00,0.03,0.96,55,0,11392,0,0,1355,1340,1370,1.0,3,0.0,0.75,10.7,36.675,36.675,5.9
594,25,2,2,True,2023-08-27T13:00:00Z,1,3,3,80,0,0,0,3,0,0,0,0,0,0,0,3,3.6,2.6,10.0,1.6,1,0.05,0.02,0.07,2.49,55,-634,12888,1296,1930,1175,1190,1160,0.0,0,-0.04919304779639975,0.0,0.0,0.0,0.0,0.0
594,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,59,0,0,0,3,0,0,0,0,0,0,0,7,14.0,15.8,5.0,3.5,1,0.03,0.18,0.21,1.35,55,-784,12509,1086,1870,1200,1200,1200,2.0,2,-0.06267487409065473,1.0,8.7,3.15,3.15,1.2
596,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,90,0,0,0,3,0,0,0,0,0,5,0,22,42.2,0.0,0.0,4.2,1,0.00,0.00,0.00,2.21,45,0,77149,0,0,1355,1340,1370,2.0,4,0.0,1.3333333333333333,10.799999999999999,4.5,4.5,1.9333333333333333
596,25,2,2,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,3,0,15,27.6,0.1,0.0,2.8,1,0.00,0.00,0.00,2.51,45,-2786,97030,2148,4934,1175,1190,1160,2.3333333333333335,7,-0.028712769246624754,1.75,12.6,8.325,8.325,2.875
596,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,5,0,0,0,0,0,5,0,21,42.4,0.0,0.0,4.2,1,0.00,0.00,0.00,2.27,45,-3015,95514,2144,5159,1200,1200,1200,0.0,0,-0.03156605314404171,0.0,0.0,0.0,0.0,0.0
600,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.12,50,0,4941,0,0,1355,1340,1370,1.0,1,0.0,0.5,1.9,0.65,0.65,0.25
600,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,22,0,0,0,0,0,0,0,0,0,0,0,2,4.0,1.4,0.0,0.5,0,0.00,0.01,0.01,0.30,49,-683,4102,76,759,1175,1190,1160,1.0,2,-0.16650414431984398,0.6666666666666666,6.866666666666667,3.8000000000000003,3.8000000000000003,1.2333333333333334
600,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,30,0,0,0,2,0,0,0,0,0,0,0,5,5.2,14.4,4.0,2.4,0,0.00,0.25,0.25,0.92,49,-512,3717,66,578,1200,1200,1200,5.333333333333333,16,-0.13774549367769706,4.0,14.700000000000001,9.175,9.175,2.6
605,1,13,2,True,2023-08-11T19:00:00Z,0,3,1,60,0,0,0,2,0,0,0,0,0,0,0,4,0.2,21.7,6.0,2.8,1,0.06,0.03,0.09,0.96,50,0,1053,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
605,25,2,2,True,2023-08-27T13:00:00Z,1,3,3,67,0,0,0,3,0,0,0,0,0,0,0,4,2.8,16.9,5.0,2.5,1,0.04,0.09,0.13,2.21,50,-228,3435,166,394,1175,1190,1160,0.0,0,-0.06637554585152838,0.0,0.0,0.0,0.0,0.0
605,34,18,5,True,2023-09-02T14:00:00Z,2,5,4,67,0,1,0,5,0,0,0,0,0,0,0,12,19.0,11.1,16.0,4.6,1,0.08,0.31,0.39,2.14,50,-76,3570,270,346,1200,1200,1200,1.0,1,-0.021288515406162466,0.5,1.8,0.8,0.8,0.9
608,1,13,1,True,2023-08-11T19:00:00Z,0,3,1,29,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.6,9.0,0.7,0,0.02,0.01,0.03,1.25,50,0,1516,0,0,1355,1340,1370,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
608,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,0.2,1.1,2.0,0.3,0,0.00,0.01,0.01,0.02,50,-194,1753,35,229,1175,1190,1160,3.0,3,-0.11066742726754136,1.5,0.0,1.0,1.0,0.2
608,34,18,1,True,2023-09-02T14:00:00Z,2,5,4,22,0,0,0,0,0,0,0,0,0,0,0,3,6.2,21.3,14.0,4.2,0,0.06,0.05,0.11,0.13,49,-129,1775,54,183,1200,1200,1200,0.0,0,-0.07267605633802816,0.0,0.0,0.0,0.0,0.0
674,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,90,0,0,0,3,0,0,0,0,0,0,0,18,20.0,23.9,21.0,6.5,1,0.06,0.04,0.10,2.51,40,99,273,115,16,1175,1190,1160,1.0,1,0.3626373626373626,0.5,1.2,0.65,0.65,0.4
674,34,18,-1,True,2023-09-02T14:00:00Z,2,5,4,45,0,0,0,3,0,0,0,1,0,0,0,0,5.2,0.5,21.0,2.7,0,0.29,0.00,0.29,1.21,40,1020,2073,1262,242,1200,1200,1200,1.0,2,0.492040520984081,0.6666666666666666,3.6666666666666665,13.199999999999998,13.199999999999998,2.3666666666666667
675,25,2,1,True,2023-08-27T13:00:00Z,1,3,3,22,0,0,0,0,0,0,0,0,0,0,0,3,1.2,1.0,0.0,0.2,0,0.00,0.01,0.01,0.30,50,398,605,449,51,1175,1190,1160,0.0,0,0.6578512396694215,0.0,0.0,0.0,0.0,0.0
126,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,29,0,0,0,1,0,0,0,0,0,0,0,1,0.0,3.5,1.0,0.1,0,0.03,0.03,0.06,0.95,50,-9711,298443,31737,41448,1095,1100,1150,1.0,1,-0.032538876770438575,0.5,4.8,2.75,2.75,3.15
126,26,12,3,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,15,17.6,4.4,2.0,2.4,1,0.00,0.03,0.03,0.43,50,-30708,274953,16445,47153,1050,1050,1050,1.0,2,-0.11168454244907311,0.6666666666666666,5.466666666666666,6.5,6.5,3.4333333333333336
126,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,76,0,0,0,1,0,0,0,0,0,0,0,11,11.6,6.0,2.0,2.0,1,0.08,0.04,0.12,0.64,49,-31420,247430,7358,38778,1100,1110,1120,3.0,9,-0.12698541001495373,2.25,16.0,11.2,11.2,6.5
145,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,9,13.8,0.0,0.0,1.4,1,0.00,0.00,0.00,1.28,45,0,226244,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
145,19,19,2,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,3,0,14,23.4,0.0,0.0,2.3,1,0.00,0.00,0.00,1.80,45,61220,348693,82350,21130,1095,1100,1150,2.0,2,0.17556991393575438,1.0,6.5,13.0,13.0,2.45
145,26,12,6,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,1,0,25,12.6,0.0,0.0,1.3,1,0.00,0.00,0.00,0.43,45,80409,454370,119120,38711,1050,1050,1050,2.0,4,0.17696810969034046,1.3333333333333333,9.333333333333334,18.833333333333332,18.833333333333332,4.4
145,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,2,0,14,17.6,0.1,0.0,1.8,1,0.00,0.00,0.00,0.71,45,51085,518486,89608,38523,1100,1110,1120,7.666666666666667,23,0.0985272504947096,5.75,25.1,20.7,20.7,7.75
195,9,11,7,True,2023-08-13T15:30:00Z,1,1,1,89,0,1,0,1,0,0,0,0,0,0,2,24,23.6,16.6,23.0,6.3,1,0.11,0.23,0.34,1.26,55,0,1071098,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
195,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,60,0,0,0,2,0,0,0,0,0,0,0,13,8.4,33.7,17.0,5.9,1,0.21,0.49,0.70,0.85,56,641361,1974787,663501,22140,1095,1100,1150,2.0,2,0.32477477317806935,1.0,16.4,5.85,5.85,2.65
195,26,12,6,True,2023-08-25T19:00:00Z,3,0,3,85,0,0,1,0,0,0,0,0,0,0,0,22,9.6,51.6,15.0,7.6,1,0.09,0.28,0.37,0.41,57,734875,2799317,795743,60868,1050,1050,1050,1.5,3,0.262519393123394,1.0,20.2,5.333333333333333,5.333333333333333,3.0
195,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,61,0,0,0,1,0,0,0,1,0,0,0,6,5.6,25.1,14.0,4.5,1,0.29,0.26,0.55,0.64,58,420166,3291926,487516,67350,1100,1110,1120,3.0,9,0.12763531136483627,2.25,22.2,4.2,4.2,3.025
196,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,80,0,0,0,1,0,0,0,1,0,0,0,4,1.2,11.2,10.0,2.2,1,0.00,0.15,0.15,1.23,45,0,251666,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
196,19,19,5,False,2023-08-20T15:30:00Z,3,1,2,45,1,0,0,1,0,0,0,1,0,0,0,19,33.6,13.9,29.0,7.7,1,0.08,0.04,0.12,0.73,45,5423,279081,27654,22231,1095,1100,1150,1.0,1,0.019431634543376295,0.5,2.2,1.3,1.3,0.35
197,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,19,17.8,22.5,7.0,4.7,1,0.08,0.01,0.09,1.28,45,0,249349,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
197,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,0,0,0,0,0,10,7.4,5.0,11.0,2.3,1,0.13,0.02,0.15,1.80,45,59841,340133,77309,17468,1095,1100,1150,9.0,9,0.1759341198883966,4.5,20.6,12.45,12.45,5.4
197,26,12,6,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,26,17.4,14.4,5.0,3.7,1,0.11,0.15,0.26,0.43,45,36683,384501,67085,30402,1050,1050,1050,5.5,11,0.09540417320111001,3.6666666666666665,20.733333333333334,11.066666666666668,11.066666666666668,4.566666666666667
197,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,12,7.4,2.6,2.0,1.2,1,0.00,0.04,0.04,0.71,45,4943,395606,37019,32076,1100,1110,1120,7.333333333333333,22,0.012494754882382978,5.5,34.05,21.05,21.05,7.025
199,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,1,0,0,0,18,19.8,38.5,9.0,6.7,1,0.06,0.11,0.17,1.28,50,0,292482,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
199,19,19,0,False,2023-08-20T15:30:00Z,3,1,2,90,0,0,0,3,0,0,1,0,0,0,0,9,23.0,69.7,22.0,11.5,1,0.82,0.35,1.17,1.80,50,47125,428097,75645,28520,1095,1100,1150,6.0,6,0.11008019210599466,3.0,13.4,16.0,16.0,4.55
199,26,12,2,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,1,0,0,0,1,0.0,38.5,18.0,5.4,1,0.26,0.29,0.55,0.43,50,-6685,440229,54504,61189,1050,1050,1050,3.5,7,-0.015185278570925586,2.3333333333333335,10.133333333333335,14.9,14.9,4.3
199,35,16,2,True,2023-09-02T14:00:00Z,0,1,4,90,0,0,0,1,0,0,0,0,0,0,0,14,22.8,46.6,12.0,8.1,1,0.22,0.53,0.75,0.71,50,-41206,409718,27221,68427,1100,1110,1120,4.0,12,-0.10057161267017803,3.0,14.25,19.675,19.675,6.1
202,9,11,2,True,2023-08-13T15:30:00Z,1,1,1,90,0,0,0,1,0,0,0,0,0,0,0,14,17.4,6.3,0.0,2.4,1,0.00,0.02,0.02,1.28,55,0,34185,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
202,19,19,2,False,2023-08-20T15:30:00Z,3,1,2,74,0,0,0,2,0,0,0,0,0,0,0,15,15.0,7.2,12.0,3.4,1,0.13,0.03,0.16,0.88,55,721,44373,5960,5239,1095,1100,1150,3.0,3,0.016248619656097175,1.5,7.3,16.5,16.5,2.85
202,26,12,3,True,2023-08-25T19:00:00Z,3,0,3,90,0,0,1,0,0,0,0,0,0,0,0,17,18.0,19.8,19.0,5.7,1,0.08,0.31,0.39,0.43,55,1708,49151,9204,7496,1050,1050,1050,2.0,4,0.034750055950031535,1.3333333333333333,6.6000000000000005,12.466666666666667,12.466666666666667,2.4333333333333336
202,35,16,1,True,2023-09-02T14:00:00Z,0,1,4,61,0,0,0,1,0,0,0,1,0,0,0,8,8.6,14.8,1.0,2.4,1,0.03,0.05,0.08,0.64,55,-5262,45455,3452,8714,1100,1110,1120,2.0,6,-0.11576284237157629,1.5,10.4,10.575,10.575,2.5
203,9,11,1,True,2023-08-13T15:30:00Z,1,1,1,14,0,0,0,0,0,0,0,0,0,0,0,3,3.8,1.3,0.0,0.5,0,0.00,0.01,0.01,0.04,40,0,98136,0,0,1285,1270,1300,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
203,19,19,1,False,2023-08-20T15:30:00Z,3,1,2,82,0,0,0,2,0,0,0,0,0,0,0,20,16.8,10.1,5.0,3.2,1,0.05,0.05,0.10,0.90,40,66609,182743,76133,9524,1095,1100,1150,7.0,7,0.36449549367144024,3.5,22.2,11.1,11.1,8.0
203,26,12,14,True,2023-08-25T19:00:00Z,3,0,3,90,0,2,1,0,0,0,0,0,0,0,2,48,38.2,25.3,3.0,6.7,1,0.01,0.16,0.17,0.43,40,180680,376775,209484,28804,1050,1050,1050,4.5,9,0.4795434941277951,3.0,17.333333333333332,11.766666666666666,11.766666666666666,7.633333333333333
